product_name,Price,Description,Category,StockQuantity,Brand,Rating,Warehouse
Blazers,4011.75,Edge project thus all may.,clothing,39.0,Boohoo,2.8,Chile
Nightwear,4590.81,Fact last white exist perhaps finish several.,clothing,32.0,Shein,4.8,Poland
Blouses,2581.0,Staff a remember ground list through business benefit.,clothing,41.0,Levi's,4.2,Russia
Joggers,3555.44,Industry until meet perform summer car.,clothing,12.0,Net-a-Porter,4.7,Portugal
Jackets,3838.37,Avoid watch play I.,clothing,88.0,Revolve,3.8,Ukraine
Coats,2869.76,Nothing glass in sister always.,clothing,35.0,Versace,1.1,Kuwait
Swimwear,3200.75,Arm few must something test data.,clothing,47.0,Eloquii,2.7,Singapore
Gloves,968.89,Tough difference real fire reach plan happy.,clothing,29.0,Forever 21,4.1,Peru
Scarves,1795.52,Picture there why growth because.,clothing,3.0,COS,3.9,United States
Loungewear,1975.75,Scientist small worry concern class within.,clothing,76.0,H&M,1.5,Norway
Sweatpants,4796.91,Natural fast white pull provide speak term fish.,clothing,10.0,Uniqlo,4.9,Netherlands
Shorts,3136.29,Summer left lawyer color effort.,clothing,99.0,Shopbop,4.0,New Zealand
Blouses,2240.86,Play support member stage agreement admit.,clothing,87.0,Uniqlo,2.7,Chile
Polo shirts,2651.54,We project reason pass.,clothing,4.0,Farfetch,3.6,Kuwait
Blazers,1383.68,Sing through back today.,clothing,34.0,Anthropologie,4.3,Denmark
Casual wear,1849.39,Far fear individual soon new offer.,clothing,8.0,Nike,2.1,Poland
Loungewear,1023.29,Write politics after animal well television.,clothing,8.0,Urban Outfitters,2.5,South Africa
Jeans,4338.74,City lot figure value network behind growth.,clothing,94.0,Zara,1.7,Malaysia
Suits,4088.69,Audience plan of smile.,clothing,60.0,H&M,2.4,Turkey
Sweaters,1356.15,Simply information another last plan many she fall.,clothing,3.0,Forever 21,2.3,Saudi Arabia
Jackets,1733.26,Bag great last computer society against beyond.,clothing,10.0,COS,2.7,Indonesia
Dresses,1725.84,Evening dog economic low possible picture.,clothing,61.0,Adidas,1.4,Philippines
Formal wear,4444.63,City me off.,clothing,87.0,Topshop,4.0,United Kingdom
Rompers,4715.59,Police him away discover everything.,clothing,59.0,J.Crew,1.5,Russia
Coats,931.37,Create enter truth.,clothing,18.0,Burberry,3.9,United States
Shorts,4303.37,Daughter data green your practice truth table growth.,clothing,3.0,Adidas,4.6,Switzerland
Jeans,382.75,Decide trouble trade.,clothing,36.0,Versace,1.9,United Kingdom
Tank tops,1714.92,Just person moment much.,clothing,66.0,Shopbop,3.0,United Arab Emirates
Gloves,3562.07,Sister better billion young decision.,clothing,94.0,H&M,2.4,Vietnam
Activewear,753.36,Whom news scientist.,clothing,72.0,Eloquii,2.5,South Africa
Nightwear,3758.53,Beyond audience industry avoid.,clothing,87.0,Levi's,5.0,Argentina
Belts,2009.45,Try real leave apply Republican benefit.,clothing,33.0,Anthropologie,1.7,United Kingdom
Cardigans,1967.43,Pattern campaign attorney for purpose ground day.,clothing,41.0,ASOS,2.3,Thailand
Activewear,1923.2,Energy nearly Congress reveal direction image tree young.,clothing,11.0,Versace,2.2,Czech Republic
Cardigans,3015.04,Put loss friend form answer.,clothing,34.0,Eloquii,2.5,Indonesia
Leggings,1821.78,Happy home state moment.,clothing,35.0,COS,3.1,United States
T-shirts,2119.88,Role change foreign impact young commercial skill.,clothing,93.0,Urban Outfitters,1.7,Argentina
Coats,996.95,Turn book trial poor international consumer doctor possible.,clothing,64.0,H&M,3.3,India
Jeans,2409.85,Woman it adult common tonight.,clothing,21.0,SSENSE,2.2,South Korea
Joggers,2654.98,Effort mind fall ok phone whether analysis.,clothing,36.0,Gucci,2.5,Thailand
Jumpsuits,1938.88,President mean pass style happy rich.,clothing,59.0,Mytheresa,1.9,China
Jackets,4662.12,Ground account rule although deep out laugh across.,clothing,2.0,Balenciaga,1.7,Finland
Jeans,1347.1,Home crime than trip.,clothing,82.0,Uniqlo,2.3,Ireland
Cardigans,851.43,Consider fund their land knowledge me government thank.,clothing,3.0,Adidas,1.3,Portugal
Shorts,2301.58,Play the agree.,clothing,9.0,Free People,1.9,Mexico
Jackets,3378.46,Worker return entire owner support marriage in.,clothing,94.0,Balenciaga,3.9,Philippines
Joggers,164.45,Raise enough firm.,clothing,78.0,H&M,3.6,China
Rompers,499.26,Responsibility simple sit year southern bar test activity.,clothing,40.0,Nike,1.6,Australia
Activewear,3483.66,Firm reality child include peace yes television.,clothing,81.0,Nike,4.1,Ireland
Leggings,4568.49,Near without away difference by station around.,clothing,34.0,Madewell,3.2,United Arab Emirates
Jumpsuits,3000.95,Speak their ahead executive indicate too.,clothing,43.0,Everlane,4.5,Czech Republic
Blazers,382.72,Toward build fly summer.,clothing,6.0,Everlane,4.4,Colombia
Loungewear,2611.3,I friend current way.,clothing,21.0,Bandier,3.6,China
Polo shirts,4941.8,Approach officer single group prove central.,clothing,38.0,SSENSE,2.5,Peru
Activewear,1427.09,Require face television turn.,clothing,75.0,Saks Fifth Avenue,4.8,Philippines
Hats,1490.1,Send ten since.,clothing,87.0,COS,3.6,Belgium
Sweatpants,789.98,Perhaps matter at walk real.,clothing,59.0,Eloquii,3.3,China
Sweaters,2926.2,Manage something top ground.,clothing,81.0,Mytheresa,1.9,New Zealand
Hoodies,788.59,Ok often middle rate.,clothing,36.0,Reformation,4.3,Poland
Scarves,1229.1,See sometimes people kitchen.,clothing,63.0,Balenciaga,1.8,Indonesia
Belts,3627.07,Space spend room that mission there moment.,clothing,4.0,Boohoo,2.8,Canada
Joggers,4011.28,Response time reduce fish chance accept notice.,clothing,78.0,Eloquii,2.1,Austria
Leggings,3176.5,Appear wide dream admit describe worry.,clothing,3.0,SSENSE,4.7,Spain
Rompers,4911.66,Marriage source artist always.,clothing,93.0,Mytheresa,2.3,Egypt
Scarves,2109.69,East affect run blue special difficult.,clothing,61.0,Nike,4.7,Hungary
Scarves,3063.56,Front painting eat arrive force throughout.,clothing,75.0,Bandier,3.8,Poland
Loungewear,3921.97,Such result list market expert.,clothing,59.0,Net-a-Porter,2.4,Mexico
Jeans,4831.12,Fall building market.,clothing,92.0,Burberry,3.4,Romania
Coats,1650.65,Sense action management measure fear.,clothing,90.0,Topshop,1.0,Italy
Belts,209.78,Hear level total factor trouble attention.,clothing,15.0,COS,1.1,United States
Dresses,2845.49,Mention strong economy southern action boy.,clothing,26.0,Saint Laurent,4.7,Portugal
Scarves,4077.22,Spend participant yes old someone actually.,clothing,87.0,Balenciaga,2.5,Poland
Jeans,2112.87,My computer fact professor rise.,clothing,77.0,Anthropologie,3.1,Turkey
Swimwear,2633.96,Quickly stock fill research notice.,clothing,28.0,H&M,2.2,Malaysia
Formal wear,950.33,Painting daughter very across religious.,clothing,63.0,SSENSE,4.8,Indonesia
Leggings,4162.46,Require short area full wear.,clothing,2.0,Bandier,3.6,Austria
Gloves,274.05,He consumer specific forward will.,clothing,99.0,Net-a-Porter,2.4,Portugal
Jumpsuits,2757.69,Message live feeling night.,clothing,21.0,Balenciaga,4.0,Netherlands
Nightwear,2577.31,Tonight remain sit security.,clothing,62.0,Prada,2.6,Israel
Jumpsuits,968.19,Behavior write successful.,clothing,12.0,Nordstrom,4.0,Thailand
Jumpsuits,2205.38,Beyond year work old two leave event.,clothing,54.0,Mytheresa,3.5,Switzerland
Dresses,2029.98,Phone wife wrong degree institution.,clothing,22.0,Burberry,1.7,Poland
Dresses,1932.03,End one rate bar minute cost garden we.,clothing,40.0,Everlane,3.7,Turkey
Rompers,2356.29,Expert stay decade.,clothing,14.0,Tommy Hilfiger,2.5,Kuwait
Tank tops,171.57,Matter also new recognize where still.,clothing,44.0,Urban Outfitters,4.8,Czech Republic
Jeans,2517.14,Follow big size international research firm.,clothing,24.0,Shein,4.6,Spain
Shorts,429.05,Long their car director.,clothing,80.0,Tommy Hilfiger,3.4,Italy
Overalls,3852.58,Keep impact card set church by foot.,clothing,46.0,Shein,3.9,Netherlands
Coats,3126.22,Move pay condition know.,clothing,25.0,COS,2.9,Poland
Tank tops,401.3,Activity third similar ability fill bed stay.,clothing,34.0,Adidas,2.1,India
Suits,4761.49,Significant born feeling appear.,clothing,34.0,Versace,2.0,United Arab Emirates
Hats,4862.42,Dinner character song assume option notice.,clothing,68.0,Adidas,2.0,Qatar
Blouses,104.6,Record body small cell including grow doctor.,clothing,9.0,Balenciaga,3.6,Kuwait
Suits,2414.67,Top trip pattern nature.,clothing,95.0,Mango,2.1,Israel
Cardigans,4321.75,Professor small you watch catch tonight pass quality.,clothing,32.0,Nike,1.0,Spain
Coats,3726.62,Face six under kid speech upon economy.,clothing,99.0,Levi's,3.8,France
Overalls,759.55,Treatment friend situation everyone take.,clothing,63.0,Gucci,3.8,Chile
Shorts,1630.33,Artist prevent note carry dinner.,clothing,40.0,MatchesFashion,2.2,Belgium
Formal wear,171.74,Forget tonight push summer certain few.,clothing,10.0,Nike,1.7,United Arab Emirates
Overalls,1380.86,Next detail rest together value another.,clothing,27.0,Adidas,1.1,Czech Republic
Tank tops,3677.69,Red poor country career record material.,clothing,73.0,H&M,2.5,France
Jumpsuits,1217.94,Me event experience cost five camera.,clothing,7.0,Balenciaga,2.3,Peru
Hoodies,2155.66,Although alone lot difference ago view spend.,clothing,56.0,Urban Outfitters,1.3,Canada
Blazers,2970.83,Region war else.,clothing,73.0,MatchesFashion,4.3,Netherlands
Nightwear,2988.39,Become stand free however page society.,clothing,32.0,Mango,2.9,Poland
Joggers,713.22,Number position size treat morning government matter heart.,clothing,67.0,Farfetch,4.1,Ireland
Hoodies,259.5,Enough hotel opportunity there figure under PM certainly.,clothing,67.0,Everlane,4.1,Qatar
Dresses,3071.83,Measure fight magazine fight fast research behind.,clothing,30.0,COS,3.6,Japan
Sweaters,3357.44,Notice second language a allow.,clothing,62.0,ASOS,1.8,Australia
Blazers,4539.11,Activity draw hold store drug thousand expert course.,clothing,58.0,Shein,1.5,Brazil
Activewear,3628.22,Chair organization support.,clothing,92.0,Gucci,4.8,Chile
Belts,1286.55,Cut rich method serious.,clothing,12.0,ASOS,1.9,Egypt
Jackets,4643.1,Statement style long fund.,clothing,14.0,Puma,1.8,New Zealand
Rompers,1386.16,Control course play worry.,clothing,94.0,Shopbop,4.8,Turkey
Casual wear,1776.35,Speech gas where our attention.,clothing,91.0,Topshop,2.6,Poland
Sweaters,4648.78,American over ago capital trouble may economic successful.,clothing,73.0,Anthropologie,1.1,Italy
Overalls,551.6,Large film local analysis upon.,clothing,73.0,SSENSE,4.9,Greece
Belts,2858.93,Continue put once big peace.,clothing,33.0,MatchesFashion,4.7,United States
Leggings,2361.34,While over relationship.,clothing,66.0,MatchesFashion,2.1,Switzerland
Jeans,1386.6,Similar write education political hotel simply forward unit.,clothing,15.0,Eloquii,3.5,Chile
Hats,2776.39,Seven simple baby worry.,clothing,88.0,Adidas,1.5,Philippines
Dresses,2387.57,Gas rest course PM simple because.,clothing,99.0,Free People,2.5,Saudi Arabia
Rompers,1790.49,Hand citizen key skin between.,clothing,83.0,Tommy Hilfiger,3.5,Philippines
Cardigans,2646.15,Question note star know political.,clothing,59.0,Adidas,2.3,South Korea
Rompers,638.68,Everyone sure senior food TV.,clothing,28.0,MatchesFashion,4.1,France
Hats,822.65,That buy their.,clothing,93.0,Balenciaga,1.6,Czech Republic
Scarves,1448.63,Note network region choice current environment.,clothing,36.0,Madewell,4.1,China
Suits,551.97,Continue ground plan assume travel election.,clothing,96.0,Tommy Hilfiger,1.6,Sweden
Overalls,2193.39,Simply respond guess nothing study.,clothing,60.0,Adidas,1.8,Portugal
Jumpsuits,3158.19,Student admit difficult dark administration else.,clothing,82.0,Madewell,1.6,Israel
Jeans,1546.27,Another event understand give here allow.,clothing,33.0,Saint Laurent,3.3,United States
Dresses,4474.0,Other oil economy camera into.,clothing,89.0,Burberry,4.7,South Korea
Gloves,4784.55,Security clearly state anything heavy.,clothing,88.0,Saks Fifth Avenue,3.6,Qatar
Rompers,1059.77,Before score performance perhaps possible plan piece.,clothing,88.0,Nike,3.8,New Zealand
Blouses,3985.28,Actually view natural trip old.,clothing,4.0,Urban Outfitters,1.7,Czech Republic
Scarves,4345.94,Run husband cultural agreement study too world.,clothing,94.0,Bandier,2.6,Denmark
Loungewear,500.99,Gun get low quickly whose.,clothing,77.0,Madewell,4.0,Netherlands
Skirts,1290.74,Style industry central factor shoulder.,clothing,81.0,Adidas,1.2,Philippines
Rompers,420.84,Song success local resource.,clothing,50.0,Versace,1.4,Kuwait
Sweatpants,4054.22,Officer pattern experience us throw listen.,clothing,37.0,Bandier,2.2,Finland
Loungewear,2399.81,West teacher boy style state glass.,clothing,21.0,Zara,4.9,Peru
T-shirts,4102.48,Present debate man family gun right during.,clothing,62.0,Nike,3.3,Norway
Skirts,1440.14,Kitchen strong edge bring financial organization peace.,clothing,48.0,H&M,3.3,United Arab Emirates
Skirts,2319.03,Poor hope join during organization study seven.,clothing,80.0,H&M,1.7,Philippines
Jeans,3946.47,Hope minute job write deal.,clothing,24.0,Balenciaga,2.2,Austria
Cardigans,1425.01,School remember center hold write keep relationship.,clothing,2.0,Topshop,3.1,South Africa
Tank tops,3777.36,Let small nature consumer every despite feeling move.,clothing,71.0,Levi's,5.0,Hungary
Belts,1657.27,Us involve bit somebody risk civil.,clothing,36.0,Mytheresa,4.8,Switzerland
Sweaters,925.88,Or effect protect experience own.,clothing,33.0,Zara,2.0,Malaysia
Coats,457.61,Two Mrs go upon hope agency protect.,clothing,100.0,Net-a-Porter,1.6,United States
Hats,2399.4,Skin treat first dinner network accept.,clothing,44.0,Forever 21,4.9,Netherlands
Jeans,4993.66,Continue believe type with organization north.,clothing,38.0,Balenciaga,1.4,Belgium
Jackets,457.35,Against wrong before act.,clothing,30.0,COS,4.7,Austria
Polo shirts,738.51,Experience reflect support medical little plan evidence.,clothing,71.0,Zara,1.9,Romania
Scarves,679.15,Rest knowledge instead simply suddenly space.,clothing,2.0,ASOS,4.6,Canada
Coats,261.81,And western somebody study computer.,clothing,48.0,MatchesFashion,1.6,Italy
Skirts,454.26,Week size learn president live southern.,clothing,34.0,Madewell,4.9,Finland
T-shirts,3454.5,Glass style tough range.,clothing,70.0,Burberry,3.9,Ukraine
Belts,4984.12,Explain few thing tend morning ready better.,clothing,62.0,Burberry,1.3,Germany
Overalls,3547.37,Team appear television during piece.,clothing,85.0,Urban Outfitters,4.0,Spain
Formal wear,2943.97,Top both attack test southern billion kitchen.,clothing,20.0,ASOS,2.9,Philippines
Socks,924.21,Owner one democratic why surface speech available.,clothing,63.0,Nordstrom,4.0,South Africa
Jumpsuits,4412.79,Herself talk ground station cause hospital.,clothing,12.0,Versace,4.6,Sweden
Nightwear,232.73,Firm really drive design camera meeting kitchen.,clothing,18.0,Bandier,4.3,Malaysia
Skirts,1815.35,Total suggest turn movie ago anything issue.,clothing,57.0,SSENSE,4.6,Canada
Blouses,766.45,Across manage Democrat I score drug role.,clothing,55.0,Bandier,2.5,Peru
Jackets,3233.05,Possible action fact actually I possible learn.,clothing,42.0,Farfetch,1.8,Kuwait
Jumpsuits,4938.42,So social my nation.,clothing,52.0,Uniqlo,2.3,Indonesia
Loungewear,4947.13,Not speak although dinner.,clothing,1.0,Shopbop,1.7,Austria
Hoodies,891.47,Subject enjoy including hard.,clothing,65.0,Mytheresa,4.7,Switzerland
Socks,489.18,Skin simply station tough.,clothing,22.0,Mango,4.9,Egypt
Blouses,3670.12,Scene detail buy sister.,clothing,100.0,J.Crew,3.9,Saudi Arabia
Suits,3383.64,Current his science their political save Mrs.,clothing,54.0,Puma,4.0,Switzerland
Sweaters,3375.19,International president sister tax which indeed low focus.,clothing,81.0,MatchesFashion,2.6,United Kingdom
Blouses,3312.08,People nation remain structure.,clothing,75.0,Mytheresa,3.3,Mexico
Rompers,1618.85,Put popular hundred only actually.,clothing,5.0,Adidas,4.9,Poland
Coats,3262.04,Hot name change they assume population high see.,clothing,61.0,MatchesFashion,4.6,United Kingdom
Leggings,1101.54,Magazine admit because usually.,clothing,90.0,Prada,4.0,Finland
Scarves,455.99,Style wonder medical into me.,clothing,14.0,Farfetch,3.7,China
Socks,3143.08,Step maybe drive relate left kind price.,clothing,96.0,T.J. Maxx,1.8,United Kingdom
Sweaters,378.62,Finish better certain it hit region because.,clothing,52.0,H&M,2.3,Canada
Dresses,1093.19,Audience plant any newspaper under.,clothing,47.0,Mytheresa,4.4,China
Loungewear,1605.36,Its include painting wall.,clothing,64.0,Balenciaga,3.5,Spain
Blazers,1521.99,Head center least you oil century.,clothing,50.0,Prada,3.9,Qatar
Leggings,4579.06,Leader surface during task represent discussion view mention.,clothing,76.0,COS,2.0,Chile
Blouses,4575.92,By control theory night trade themselves forward.,clothing,88.0,H&M,3.9,Belgium
Scarves,1007.95,Already let meet lead reach.,clothing,14.0,Anthropologie,2.5,Mexico
Blazers,4452.71,Just main brother body.,clothing,5.0,Mango,2.8,Belgium
Dresses,2007.84,Huge lose media culture sort scene little.,clothing,33.0,H&M,3.4,Malaysia
Belts,2985.31,Describe great design personal since.,clothing,81.0,COS,1.8,Hungary
Joggers,2193.38,Development by interview.,clothing,30.0,Mytheresa,4.1,Switzerland
Belts,4296.35,Lose new large so north.,clothing,16.0,Prada,3.3,Indonesia
Swimwear,1054.66,Draw how top social order official tax just.,clothing,22.0,Madewell,2.7,Qatar
Belts,4329.38,Full page when data across car teach whatever.,clothing,85.0,Saint Laurent,3.6,Thailand
Tank tops,3983.97,Kind American on scientist hospital leave like employee.,clothing,58.0,Mytheresa,3.1,Russia
Shorts,2738.04,Station painting single shake many look because.,clothing,43.0,Farfetch,3.9,Thailand
Skirts,3165.35,Station administration direction view board manager my.,clothing,37.0,Uniqlo,2.1,Argentina
Gloves,799.99,President military important my fear leave people moment.,clothing,78.0,Levi's,1.2,United Kingdom
Sweatpants,3408.6,Less where news agent certainly.,clothing,88.0,Gucci,4.4,Israel
Joggers,736.48,Computer case voice in never easy.,clothing,33.0,Burberry,4.5,Thailand
Blazers,517.33,Simple themselves they certain particularly decision wind.,clothing,99.0,Balenciaga,2.6,Chile
Swimwear,3803.48,Available leader up from policy.,clothing,52.0,Boohoo,4.0,Chile
Tank tops,1625.3,Coach suddenly including really.,clothing,31.0,Saks Fifth Avenue,3.2,Netherlands
Swimwear,108.49,Another company service box agent threat student form.,clothing,52.0,Tommy Hilfiger,4.4,Czech Republic
Tank tops,4083.82,Pull environment data large take.,clothing,80.0,ASOS,3.5,Malaysia
Formal wear,4915.95,Describe several way.,clothing,61.0,Saks Fifth Avenue,1.1,Thailand
Polo shirts,2133.62,Avoid within heavy city.,clothing,60.0,Saks Fifth Avenue,3.5,South Africa
Joggers,3702.42,Media lead measure authority.,clothing,47.0,Mango,3.8,Australia
Coats,3268.03,Serve civil rather sure line.,clothing,91.0,Nordstrom,2.1,United Kingdom
Coats,1426.48,Toward sign rule meet.,clothing,15.0,Madewell,2.5,Vietnam
Casual wear,3130.91,Career admit human this.,clothing,84.0,Everlane,1.3,India
Blouses,650.18,Poor drug spring foot admit move leader many.,clothing,16.0,Saks Fifth Avenue,3.0,Denmark
Blazers,3233.11,Hour what visit value nation election enjoy.,clothing,43.0,ASOS,4.9,Ireland
Scarves,839.01,Stand open method score go particular plant.,clothing,83.0,H&M,1.5,Greece
Blouses,2975.65,Benefit spring out national.,clothing,29.0,Tommy Hilfiger,2.0,United Arab Emirates
Gloves,696.04,Coach free base.,clothing,3.0,T.J. Maxx,1.4,Germany
T-shirts,4681.71,Court move operation story glass.,clothing,30.0,Forever 21,1.9,Ireland
Hoodies,505.5,Development daughter agreement spend size American arrive black.,clothing,76.0,Mango,2.7,Austria
Joggers,3975.23,Without long cold morning beat.,clothing,2.0,Balenciaga,2.9,Japan
Polo shirts,2002.37,Building growth including probably data first may.,clothing,39.0,Mango,4.1,Thailand
Overalls,4692.87,Bill despite family everything agreement I.,clothing,54.0,Forever 21,4.1,Colombia
Socks,3619.93,Popular chair hotel create past experience development.,clothing,99.0,Saint Laurent,1.1,Russia
Loungewear,4204.2,High avoid throw smile wide short.,clothing,18.0,Free People,1.3,New Zealand
Polo shirts,1529.61,Continue happy next card interesting computer hit.,clothing,28.0,Bandier,3.3,Brazil
Gloves,4761.16,Strong wind class less environment save.,clothing,3.0,Versace,2.2,Canada
Coats,626.0,Remain institution image fund fund.,clothing,11.0,Nike,4.2,Italy
Blouses,2515.3,Serious inside keep pick heart.,clothing,72.0,Saks Fifth Avenue,3.7,Turkey
Gloves,3793.8,Decision serious walk remember key skin truth eight.,clothing,89.0,Burberry,4.7,Russia
Joggers,1506.95,Movie why style smile wall political front family.,clothing,15.0,Levi's,4.0,Hungary
Blouses,1411.38,Investment quality system note pay.,clothing,100.0,SSENSE,1.8,Poland
Loungewear,2769.69,Film season hour point.,clothing,28.0,Versace,2.0,Norway
Shorts,1573.24,Move partner customer thank.,clothing,79.0,Topshop,1.0,Indonesia
Sweatpants,2405.66,Expect expect wide participant day.,clothing,83.0,Mytheresa,1.7,United Kingdom
T-shirts,2060.05,What describe wife send pick attorney plan.,clothing,27.0,Revolve,1.2,South Korea
Socks,2871.05,Certain set American partner month.,clothing,82.0,Revolve,1.1,Mexico
Scarves,1803.28,Identify huge use computer increase continue art.,clothing,94.0,Nordstrom,3.2,Philippines
Swimwear,2056.33,Evening find fast turn.,clothing,8.0,COS,2.5,China
Skirts,3087.94,Them individual however Mrs them price.,clothing,40.0,Topshop,1.3,Poland
Nightwear,1439.96,Film return close want.,clothing,2.0,Prada,2.7,Chile
Blazers,141.49,Also bit Congress Democrat.,clothing,39.0,Bandier,1.0,Colombia
Skirts,3424.16,Allow space fly spend agree.,clothing,25.0,Net-a-Porter,3.4,Argentina
Blazers,3844.27,Detail Congress eye change.,clothing,59.0,Gucci,4.2,Austria
Tank tops,1931.54,Response scientist to build edge.,clothing,56.0,Shopbop,3.8,Argentina
Jeans,2520.41,Indicate child parent.,clothing,59.0,H&M,1.2,Ireland
Leggings,822.74,Lose her on six thought.,clothing,82.0,Shein,2.5,Switzerland
Belts,773.86,Discover themselves recent consider thing dog reality.,clothing,39.0,Revolve,4.1,Austria
Overalls,4258.89,Discuss citizen feel civil walk.,clothing,56.0,Everlane,2.5,Turkey
Gloves,3467.1,Any there director energy.,clothing,7.0,Versace,5.0,China
Activewear,923.59,Available send write any it other modern.,clothing,22.0,Nike,2.2,Mexico
Joggers,1586.78,Attorney often next build whether.,clothing,51.0,Saks Fifth Avenue,2.8,Colombia
Blouses,4460.58,Medical attention field explain hospital.,clothing,100.0,Farfetch,2.5,Thailand
Hats,1296.45,Development law program true yet less result.,clothing,21.0,Levi's,1.5,South Korea
Polo shirts,2875.41,Concern artist but guy quite.,clothing,53.0,Prada,4.7,China
Leggings,4894.24,Chair from control write sister.,clothing,69.0,Adidas,3.5,Malaysia
T-shirts,1303.61,Senior eye environment mention.,clothing,10.0,J.Crew,4.3,Australia
Overalls,1938.2,Space maintain shoulder decide hotel agree simply left.,clothing,39.0,Forever 21,4.6,Chile
Coats,2914.05,Environmental issue why rock admit.,clothing,49.0,Versace,4.3,Denmark
Jackets,1288.69,Firm market operation ever.,clothing,53.0,Farfetch,1.4,Ireland
Cardigans,4873.06,Include produce check garden.,clothing,79.0,Saint Laurent,3.6,Turkey
Formal wear,1548.23,Tonight second player.,clothing,79.0,Net-a-Porter,1.5,Switzerland
Jackets,4084.43,Evening wind here meeting research federal.,clothing,87.0,Burberry,2.2,New Zealand
Joggers,3694.38,Sport upon laugh.,clothing,67.0,Reformation,2.3,Mexico
Formal wear,2902.35,Them think anything new leg weight know.,clothing,21.0,Eloquii,1.5,Colombia
Jackets,1319.99,Tell baby language foot need tough strategy.,clothing,38.0,Gucci,1.9,United States
Shorts,4533.93,Ask serve sort.,clothing,72.0,Puma,2.2,Malaysia
Tank tops,2124.28,Worry similar without PM magazine.,clothing,3.0,MatchesFashion,2.6,Argentina
Jackets,2141.61,Bring might risk.,clothing,9.0,Prada,2.1,Brazil
Swimwear,432.5,Him role leave affect central spring site under.,clothing,1.0,Forever 21,4.4,Colombia
Dresses,868.49,No senior land model be.,clothing,49.0,Nike,1.8,Italy
Activewear,4906.88,After pass represent security.,clothing,74.0,Revolve,1.7,Italy
Coats,3442.38,Back consider room unit clear pattern.,clothing,16.0,J.Crew,2.5,India
Swimwear,4279.78,Almost research likely sit never put class.,clothing,23.0,Eloquii,3.0,Chile
Socks,2288.2,Management difference media film.,clothing,98.0,J.Crew,3.0,Colombia
Jackets,2062.37,Realize week marriage.,clothing,82.0,Saks Fifth Avenue,4.8,Saudi Arabia
Dresses,3813.72,Board half glass without.,clothing,30.0,Mango,5.0,Spain
Activewear,4178.95,Drop without set tend student.,clothing,76.0,Farfetch,3.3,United Arab Emirates
Blouses,1931.65,Miss stay may finish.,clothing,50.0,Shopbop,2.0,Egypt
Skirts,866.76,Message particular meet talk teach property fund.,clothing,9.0,Everlane,3.1,Spain
Sweatpants,2448.32,Population center movie manager perhaps.,clothing,9.0,Uniqlo,2.3,Indonesia
Rompers,1299.6,Professional manage suggest evidence plant once.,clothing,15.0,J.Crew,3.3,Mexico
Overalls,1654.58,Low series stuff.,clothing,39.0,Levi's,2.8,France
Formal wear,481.26,Maybe learn focus cold manage including him imagine.,clothing,21.0,Saint Laurent,2.8,Spain
Formal wear,1197.62,Travel something answer seem assume author significant.,clothing,86.0,Balenciaga,1.8,Italy
Belts,4589.56,Middle crime wish area explain mean call.,clothing,71.0,Levi's,1.1,Thailand
Rompers,865.24,But rule rise that model.,clothing,71.0,Free People,4.5,Poland
Activewear,4990.75,Benefit any specific.,clothing,93.0,Gucci,3.2,Austria
Loungewear,423.63,Side level level.,clothing,51.0,Forever 21,1.6,Vietnam
Dresses,4823.86,Hour expert management main together line agent coach.,clothing,69.0,SSENSE,2.1,Singapore
Nightwear,2234.46,Down may couple many throw get.,clothing,68.0,Zara,2.5,Poland
Hoodies,3595.81,History budget speak size.,clothing,15.0,Balenciaga,1.4,Philippines
Coats,3431.73,Discussion song bill special concern.,clothing,41.0,SSENSE,2.2,South Korea
Suits,3671.06,Approach store must quickly.,clothing,54.0,Eloquii,3.7,Chile
Jackets,4734.9,Between act person area.,clothing,33.0,Balenciaga,4.8,Kuwait
Joggers,144.86,Bad model success dark.,clothing,51.0,Saint Laurent,4.3,Greece
Hoodies,2268.36,Reveal line soon boy glass computer.,clothing,28.0,Shopbop,2.6,Netherlands
Tank tops,2998.07,Attention house probably.,clothing,23.0,Versace,2.6,South Korea
Hats,1556.75,Strategy attack often administration total news.,clothing,80.0,Farfetch,2.3,Vietnam
Cardigans,1912.98,Doctor list reduce cover.,clothing,47.0,Bandier,3.4,Peru
Formal wear,895.85,Part write hot production.,clothing,73.0,Balenciaga,4.9,Chile
Nightwear,3178.07,Run case especially country language spend young send.,clothing,67.0,Burberry,3.9,Indonesia
Tank tops,1329.36,Hundred peace now street civil fly cut contain.,clothing,16.0,Uniqlo,1.1,Sweden
Overalls,1330.21,Message add end camera among serve toward outside.,clothing,5.0,Puma,4.8,United Arab Emirates
Hoodies,680.28,Fast question treat matter modern speech.,clothing,28.0,Tommy Hilfiger,2.0,Australia
Suits,971.8,Consider gas because mouth across professional.,clothing,56.0,Reformation,4.8,Peru
Activewear,3454.2,Yourself which TV our despite your remain movement.,clothing,17.0,Farfetch,2.9,Colombia
Rompers,3424.12,Shake federal bed their already rock these.,clothing,75.0,Forever 21,3.9,Austria
Sweaters,2925.41,Clear sound table bag all strategy.,clothing,9.0,Boohoo,4.2,South Korea
Belts,3415.5,Large left decide game sort.,clothing,52.0,Adidas,1.8,France
Sweaters,4895.39,Job against local instead hope.,clothing,24.0,Revolve,4.2,Ukraine
Scarves,2656.88,Western range right brother teach.,clothing,17.0,Adidas,1.5,France
